period_init,v_kick,bound?,tighten?,circularize?
132.1818181818182,147.17171717171718,0.364,0.6840659340659341,0.17307692307692307
132.1818181818182,152.21212121212122,0.345,0.7681159420289855,0.12173913043478261
132.1818181818182,157.25252525252526,0.31,0.6903225806451613,0.1870967741935484
132.1818181818182,162.2929292929293,0.284,0.6830985915492958,0.1443661971830986
132.1818181818182,167.33333333333334,0.245,0.6857142857142857,0.17142857142857143
132.1818181818182,172.37373737373738,0.247,0.659919028340081,0.2388663967611336
132.1818181818182,177.41414141414143,0.23,0.6391304347826087,0.25217391304347825
132.1818181818182,182.45454545454547,0.222,0.6486486486486487,0.27927927927927926
132.1818181818182,187.4949494949495,0.206,0.616504854368932,0.3058252427184466
132.1818181818182,192.53535353535355,0.186,0.5860215053763441,0.3279569892473118
132.1818181818182,197.5757575757576,0.164,0.6402439024390244,0.36585365853658536
132.1818181818182,202.61616161616163,0.143,0.4195804195804196,0.27972027972027974
132.1818181818182,207.65656565656568,0.119,0.48739495798319327,0.25210084033613445
132.1818181818182,212.69696969696972,0.116,0.46551724137931033,0.3620689655172414
132.1818181818182,217.73737373737376,0.102,0.3235294117647059,0.19607843137254902
132.1818181818182,222.7777777777778,0.07,0.21428571428571427,0.15714285714285714
132.1818181818182,227.81818181818184,0.073,0.0273972602739726,0.0136986301369863
132.1818181818182,232.85858585858588,0.051,0.0,0.0
132.1818181818182,237.89898989898992,0.04,0.0,0.0
132.1818181818182,242.93939393939394,0.014,0.0,0.0
132.1818181818182,247.97979797979798,0.003,0.0,0.0
132.1818181818182,253.02020202020202,0.0,,
132.1818181818182,258.06060606060606,0.0,,
132.1818181818182,263.1010101010101,0.0,,
132.1818181818182,268.14141414141415,0.0,,
132.1818181818182,273.1818181818182,0.0,,
132.1818181818182,278.22222222222223,0.0,,
132.1818181818182,283.26262626262627,0.0,,
132.1818181818182,288.3030303030303,0.0,,
132.1818181818182,293.34343434343435,0.0,,
132.1818181818182,298.3838383838384,0.0,,
132.1818181818182,303.42424242424244,0.0,,
132.1818181818182,308.4646464646465,0.0,,
132.1818181818182,313.5050505050505,0.0,,
132.1818181818182,318.54545454545456,0.0,,
132.1818181818182,323.5858585858586,0.0,,
132.1818181818182,328.62626262626264,0.0,,
132.1818181818182,333.6666666666667,0.0,,
132.1818181818182,338.7070707070707,0.0,,
132.1818181818182,343.74747474747477,0.0,,
132.1818181818182,348.7878787878788,0.0,,
132.1818181818182,353.82828282828285,0.0,,
132.1818181818182,358.8686868686869,0.0,,
132.1818181818182,363.90909090909093,0.0,,
132.1818181818182,368.949494949495,0.0,,
132.1818181818182,373.989898989899,0.0,,
132.1818181818182,379.03030303030306,0.0,,
132.1818181818182,384.0707070707071,0.0,,
132.1818181818182,389.11111111111114,0.0,,
132.1818181818182,394.1515151515152,0.0,,
132.1818181818182,399.1919191919192,0.0,,
132.1818181818182,404.23232323232327,0.0,,
132.1818181818182,409.2727272727273,0.0,,
132.1818181818182,414.31313131313135,0.0,,
132.1818181818182,419.3535353535354,0.0,,
132.1818181818182,424.39393939393943,0.0,,
132.1818181818182,429.4343434343435,0.0,,
132.1818181818182,434.4747474747475,0.0,,
132.1818181818182,439.51515151515156,0.0,,
132.1818181818182,444.5555555555556,0.0,,
132.1818181818182,449.59595959595964,0.0,,
132.1818181818182,454.6363636363637,0.0,,
132.1818181818182,459.6767676767677,0.0,,
132.1818181818182,464.71717171717177,0.0,,
132.1818181818182,469.7575757575758,0.0,,
132.1818181818182,474.79797979797985,0.0,,
132.1818181818182,479.8383838383839,0.0,,
132.1818181818182,484.8787878787879,0.0,,
132.1818181818182,489.9191919191919,0.0,,
132.1818181818182,494.95959595959596,0.0,,
132.1818181818182,500.0,0.0,,
142.27272727272728,1.0,1.0,1.0,1.0
142.27272727272728,6.040404040404041,1.0,1.0,1.0
142.27272727272728,11.080808080808081,1.0,1.0,1.0
142.27272727272728,16.12121212121212,1.0,1.0,1.0
142.27272727272728,21.161616161616163,1.0,1.0,1.0
142.27272727272728,26.202020202020204,1.0,1.0,0.924
142.27272727272728,31.242424242424242,1.0,0.999,0.87
142.27272727272728,36.282828282828284,1.0,0.901,0.719
142.27272727272728,41.323232323232325,1.0,0.833,0.603
142.27272727272728,46.36363636363637,1.0,0.78,0.497
142.27272727272728,51.40404040404041,0.988,0.7115384615384616,0.4089068825910931
142.27272727272728,56.44444444444445,0.921,0.7198697068403909,0.31813246471226925
142.27272727272728,61.484848484848484,0.874,0.7517162471395881,0.2574370709382151
142.27272727272728,66.52525252525253,0.82,0.7475609756097561,0.2597560975609756
142.27272727272728,71.56565656565657,0.765,0.7542483660130719,0.24052287581699347
142.27272727272728,76.60606060606061,0.746,0.7761394101876675,0.22788203753351208
142.27272727272728,81.64646464646465,0.703,0.7368421052631579,0.19772403982930298
142.27272727272728,86.68686868686869,0.632,0.7310126582278481,0.17405063291139242
142.27272727272728,91.72727272727273,0.591,0.727580372250423,0.16243654822335024
142.27272727272728,96.76767676767678,0.563,0.7424511545293073,0.13854351687388988
142.27272727272728,101.80808080808082,0.573,0.7539267015706806,0.15357766143106458
142.27272727272728,106.84848484848486,0.53,0.7509433962264151,0.1811320754716981
142.27272727272728,111.8888888888889,0.497,0.7605633802816901,0.16096579476861167
142.27272727272728,116.92929292929294,0.433,0.7182448036951501,0.14318706697459585
142.27272727272728,121.96969696969697,0.449,0.7483296213808464,0.111358574610245
142.27272727272728,127.01010101010101,0.399,0.7293233082706767,0.16290726817042606
142.27272727272728,132.05050505050505,0.385,0.7402597402597403,0.14805194805194805
142.27272727272728,137.0909090909091,0.372,0.7365591397849462,0.12096774193548387
142.27272727272728,142.13131313131314,0.345,0.7333333333333333,0.1391304347826087
142.27272727272728,147.17171717171718,0.326,0.6748466257668712,0.1411042944785276
142.27272727272728,152.21212121212122,0.309,0.7087378640776699,0.1650485436893204
142.27272727272728,157.25252525252526,0.299,0.725752508361204,0.18729096989966554
142.27272727272728,162.2929292929293,0.263,0.688212927756654,0.21292775665399238
142.27272727272728,167.33333333333334,0.264,0.7121212121212122,0.1856060606060606
142.27272727272728,172.37373737373738,0.235,0.6851063829787234,0.2425531914893617
142.27272727272728,177.41414141414143,0.221,0.583710407239819,0.20361990950226244
142.27272727272728,182.45454545454547,0.2,0.625,0.31
142.27272727272728,187.4949494949495,0.205,0.5609756097560976,0.3024390243902439
142.27272727272728,192.53535353535355,0.187,0.5828877005347594,0.3155080213903743
142.27272727272728,197.5757575757576,0.165,0.4909090909090909,0.26666666666666666
142.27272727272728,202.61616161616163,0.143,0.5244755244755245,0.3076923076923077
142.27272727272728,207.65656565656568,0.102,0.3333333333333333,0.20588235294117646
142.27272727272728,212.69696969696972,0.112,0.35714285714285715,0.20535714285714285
142.27272727272728,217.73737373737376,0.072,0.19444444444444445,0.1111111111111111
142.27272727272728,222.7777777777778,0.074,0.0,0.0
142.27272727272728,227.81818181818184,0.045,0.0,0.0
142.27272727272728,232.85858585858588,0.025,0.0,0.0
142.27272727272728,237.89898989898992,0.011,0.0,0.0
142.27272727272728,242.93939393939394,0.0,,
142.27272727272728,247.97979797979798,0.0,,
142.27272727272728,253.02020202020202,0.0,,
142.27272727272728,258.06060606060606,0.0,,
142.27272727272728,263.1010101010101,0.0,,
142.27272727272728,268.14141414141415,0.0,,
142.27272727272728,273.1818181818182,0.0,,
142.27272727272728,278.22222222222223,0.0,,
142.27272727272728,283.26262626262627,0.0,,
142.27272727272728,288.3030303030303,0.0,,
142.27272727272728,293.34343434343435,0.0,,
142.27272727272728,298.3838383838384,0.0,,
142.27272727272728,303.42424242424244,0.0,,
142.27272727272728,308.4646464646465,0.0,,
142.27272727272728,313.5050505050505,0.0,,
142.27272727272728,318.54545454545456,0.0,,
142.27272727272728,323.5858585858586,0.0,,
142.27272727272728,328.62626262626264,0.0,,
142.27272727272728,333.6666666666667,0.0,,
142.27272727272728,338.7070707070707,0.0,,
142.27272727272728,343.74747474747477,0.0,,
142.27272727272728,348.7878787878788,0.0,,
142.27272727272728,353.82828282828285,0.0,,
142.27272727272728,358.8686868686869,0.0,,
142.27272727272728,363.90909090909093,0.0,,
142.27272727272728,368.949494949495,0.0,,
142.27272727272728,373.989898989899,0.0,,
142.27272727272728,379.03030303030306,0.0,,
142.27272727272728,384.0707070707071,0.0,,
142.27272727272728,389.11111111111114,0.0,,
142.27272727272728,394.1515151515152,0.0,,
142.27272727272728,399.1919191919192,0.0,,
142.27272727272728,404.23232323232327,0.0,,
142.27272727272728,409.2727272727273,0.0,,
142.27272727272728,414.31313131313135,0.0,,
142.27272727272728,419.3535353535354,0.0,,
142.27272727272728,424.39393939393943,0.0,,
142.27272727272728,429.4343434343435,0.0,,
142.27272727272728,434.4747474747475,0.0,,
142.27272727272728,439.51515151515156,0.0,,
142.27272727272728,444.5555555555556,0.0,,
142.27272727272728,449.59595959595964,0.0,,
142.27272727272728,454.6363636363637,0.0,,
142.27272727272728,459.6767676767677,0.0,,
142.27272727272728,464.71717171717177,0.0,,
142.27272727272728,469.7575757575758,0.0,,
142.27272727272728,474.79797979797985,0.0,,
142.27272727272728,479.8383838383839,0.0,,
142.27272727272728,484.8787878787879,0.0,,
142.27272727272728,489.9191919191919,0.0,,
142.27272727272728,494.95959595959596,0.0,,
142.27272727272728,500.0,0.0,,
152.36363636363637,1.0,1.0,1.0,1.0
152.36363636363637,6.040404040404041,1.0,1.0,1.0
152.36363636363637,11.080808080808081,1.0,1.0,1.0
152.36363636363637,16.12121212121212,1.0,1.0,1.0
152.36363636363637,21.161616161616163,1.0,1.0,1.0
152.36363636363637,26.202020202020204,1.0,1.0,0.917
152.36363636363637,31.242424242424242,1.0,0.972,0.832
152.36363636363637,36.282828282828284,1.0,0.89,0.693
152.36363636363637,41.323232323232325,1.0,0.823,0.588
152.36363636363637,46.36363636363637,1.0,0.749,0.457
152.36363636363637,51.40404040404041,0.977,0.7328556806550666,0.38996929375639716
152.36363636363637,56.44444444444445,0.899,0.7486095661846496,0.30589543937708563
152.36363636363637,61.484848484848484,0.846,0.7635933806146572,0.27541371158392436
152.36363636363637,66.52525252525253,0.821,0.7161997563946407,0.21680876979293545
152.36363636363637,71.56565656565657,0.76,0.725,0.2013157894736842
152.36363636363637,76.60606060606061,0.696,0.7471264367816092,0.19540229885057472
152.36363636363637,81.64646464646465,0.662,0.7658610271903323,0.16163141993957703
152.36363636363637,86.68686868686869,0.647,0.7820710973724884,0.1947449768160742
152.36363636363637,91.72727272727273,0.601,0.7487520798668885,0.16971713810316139
152.36363636363637,96.76767676767678,0.562,0.7295373665480427,0.16725978647686832
152.36363636363637,101.80808080808082,0.542,0.7380073800738007,0.16420664206642066
152.36363636363637,106.84848484848486,0.521,0.7600767754318618,0.15163147792706333
152.36363636363637,111.8888888888889,0.485,0.7690721649484537,0.15051546391752577
152.36363636363637,116.92929292929294,0.449,0.7973273942093542,0.1358574610244989
152.36363636363637,121.96969696969697,0.435,0.7471264367816092,0.1471264367816092
152.36363636363637,127.01010101010101,0.444,0.7454954954954955,0.14864864864864866
152.36363636363637,132.05050505050505,0.404,0.7623762376237624,0.1311881188118812
152.36363636363637,137.0909090909091,0.393,0.6972010178117048,0.15012722646310434
152.36363636363637,142.13131313131314,0.324,0.7191358024691358,0.14506172839506173
152.36363636363637,147.17171717171718,0.31,0.6838709677419355,0.14516129032258066
152.36363636363637,152.21212121212122,0.277,0.6895306859205776,0.19855595667870035
152.36363636363637,157.25252525252526,0.297,0.6902356902356902,0.15488215488215487
152.36363636363637,162.2929292929293,0.262,0.6526717557251909,0.1984732824427481
152.36363636363637,167.33333333333334,0.251,0.6374501992031872,0.24302788844621515
152.36363636363637,172.37373737373738,0.189,0.6137566137566137,0.26455026455026454
152.36363636363637,177.41414141414143,0.219,0.593607305936073,0.2557077625570776
152.36363636363637,182.45454545454547,0.176,0.5568181818181818,0.23295454545454544
152.36363636363637,187.4949494949495,0.169,0.4911242603550296,0.28994082840236685
152.36363636363637,192.53535353535355,0.176,0.5,0.26136363636363635
152.36363636363637,197.5757575757576,0.118,0.3898305084745763,0.17796610169491525
152.36363636363637,202.61616161616163,0.103,0.3592233009708738,0.1941747572815534
152.36363636363637,207.65656565656568,0.086,0.38372093023255816,0.22093023255813954
152.36363636363637,212.69696969696972,0.086,0.12790697674418605,0.09302325581395349
152.36363636363637,217.73737373737376,0.069,0.0,0.0
152.36363636363637,222.7777777777778,0.04,0.0,0.0
152.36363636363637,227.81818181818184,0.027,0.0,0.0
152.36363636363637,232.85858585858588,0.007,0.0,0.0
152.36363636363637,237.89898989898992,0.0,,
152.36363636363637,242.93939393939394,0.0,,
152.36363636363637,247.97979797979798,0.0,,
152.36363636363637,253.02020202020202,0.0,,
152.36363636363637,258.06060606060606,0.0,,
152.36363636363637,263.1010101010101,0.0,,
152.36363636363637,268.14141414141415,0.0,,
152.36363636363637,273.1818181818182,0.0,,
152.36363636363637,278.22222222222223,0.0,,
152.36363636363637,283.26262626262627,0.0,,
152.36363636363637,288.3030303030303,0.0,,
152.36363636363637,293.34343434343435,0.0,,
152.36363636363637,298.3838383838384,0.0,,
152.36363636363637,303.42424242424244,0.0,,
152.36363636363637,308.4646464646465,0.0,,
152.36363636363637,313.5050505050505,0.0,,
152.36363636363637,318.54545454545456,0.0,,
152.36363636363637,323.5858585858586,0.0,,
152.36363636363637,328.62626262626264,0.0,,
152.36363636363637,333.6666666666667,0.0,,
152.36363636363637,338.7070707070707,0.0,,
152.36363636363637,343.74747474747477,0.0,,
152.36363636363637,348.7878787878788,0.0,,
152.36363636363637,353.82828282828285,0.0,,
152.36363636363637,358.8686868686869,0.0,,
152.36363636363637,363.90909090909093,0.0,,
152.36363636363637,368.949494949495,0.0,,
152.36363636363637,373.989898989899,0.0,,
152.36363636363637,379.03030303030306,0.0,,
152.36363636363637,384.0707070707071,0.0,,
152.36363636363637,389.11111111111114,0.0,,
152.36363636363637,394.1515151515152,0.0,,
152.36363636363637,399.1919191919192,0.0,,
152.36363636363637,404.23232323232327,0.0,,
152.36363636363637,409.2727272727273,0.0,,
152.36363636363637,414.31313131313135,0.0,,
152.36363636363637,419.3535353535354,0.0,,
152.36363636363637,424.39393939393943,0.0,,
152.36363636363637,429.4343434343435,0.0,,
152.36363636363637,434.4747474747475,0.0,,
152.36363636363637,439.51515151515156,0.0,,
152.36363636363637,444.5555555555556,0.0,,
152.36363636363637,449.59595959595964,0.0,,
152.36363636363637,454.6363636363637,0.0,,
152.36363636363637,459.6767676767677,0.0,,
152.36363636363637,464.71717171717177,0.0,,
152.36363636363637,469.7575757575758,0.0,,
152.36363636363637,474.79797979797985,0.0,,
152.36363636363637,479.8383838383839,0.0,,
152.36363636363637,484.8787878787879,0.0,,
152.36363636363637,489.9191919191919,0.0,,
152.36363636363637,494.95959595959596,0.0,,
152.36363636363637,500.0,0.0,,
162.45454545454547,1.0,1.0,1.0,1.0
162.45454545454547,6.040404040404041,1.0,1.0,1.0
162.45454545454547,11.080808080808081,1.0,1.0,1.0
162.45454545454547,16.12121212121212,1.0,1.0,1.0
162.45454545454547,21.161616161616163,1.0,1.0,1.0
162.45454545454547,26.202020202020204,1.0,1.0,0.912
